date	close
8-Feb-2008	125.48
7-Feb-2008	121.24
6-Feb-2008	122.00
5-Feb-2008	129.36
4-Feb-2008	131.65
1-Feb-2008	133.75
31-Jan-2008	135.36
30-Jan-2008	132.18
29-Jan-2008	131.54
28-Jan-2008	130.01
25-Jan-2008	130.01
24-Jan-2008	135.60
23-Jan-2008	139.07
22-Jan-2008	155.64
18-Jan-2008	161.36
17-Jan-2008	160.89
16-Jan-2008	159.64
15-Jan-2008	169.04
14-Jan-2008	178.78
11-Jan-2008	172.69
10-Jan-2008	178.02
9-Jan-2008	179.40
8-Jan-2008	171.25
7-Jan-2008	177.64
4-Jan-2008	180.05
3-Jan-2008	194.93
2-Jan-2008	194.84
31-Dec-2007	198.08
28-Dec-2007	199.83
27-Dec-2007	198.57
26-Dec-2007	198.95
24-Dec-2007	198.80
21-Dec-2007	193.91
20-Dec-2007	187.21
19-Dec-2007	183.12
18-Dec-2007	182.98
17-Dec-2007	184.40
14-Dec-2007	190.39
13-Dec-2007	191.83
12-Dec-2007	190.86
11-Dec-2007	188.54
10-Dec-2007	194.21
7-Dec-2007	194.30
6-Dec-2007	189.95
5-Dec-2007	185.50
4-Dec-2007	179.81
3-Dec-2007	178.86
30-Nov-2007	182.22
29-Nov-2007	184.29
28-Nov-2007	180.22
27-Nov-2007	174.81
26-Nov-2007	172.54
23-Nov-2007	171.54
21-Nov-2007	168.46
20-Nov-2007	168.85
19-Nov-2007	163.95
16-Nov-2007	166.39
15-Nov-2007	164.30
14-Nov-2007	166.11
13-Nov-2007	169.96
12-Nov-2007	153.76
9-Nov-2007	165.37
8-Nov-2007	175.47
7-Nov-2007	186.30
6-Nov-2007	191.79
5-Nov-2007	186.18
2-Nov-2007	187.87
1-Nov-2007	187.44
31-Oct-2007	189.95
30-Oct-2007	187.00
29-Oct-2007	185.09
26-Oct-2007	184.70
25-Oct-2007	182.78
24-Oct-2007	185.93
23-Oct-2007	186.16
22-Oct-2007	174.36
19-Oct-2007	170.42
18-Oct-2007	173.50
17-Oct-2007	172.75
16-Oct-2007	169.58
15-Oct-2007	166.98
12-Oct-2007	167.25
11-Oct-2007	162.23
10-Oct-2007	166.79
9-Oct-2007	167.86
8-Oct-2007	167.91
5-Oct-2007	161.45
4-Oct-2007	156.24
3-Oct-2007	157.92
2-Oct-2007	158.45
1-Oct-2007	156.34
28-Sep-2007	153.47
27-Sep-2007	154.50
26-Sep-2007	152.77
25-Sep-2007	153.18
24-Sep-2007	148.28
21-Sep-2007	144.15
20-Sep-2007	140.31
19-Sep-2007	140.77
18-Sep-2007	140.92
17-Sep-2007	138.41
14-Sep-2007	138.81
13-Sep-2007	137.20
12-Sep-2007	136.85
11-Sep-2007	135.49
10-Sep-2007	136.71
7-Sep-2007	131.77
6-Sep-2007	135.01
5-Sep-2007	136.76
4-Sep-2007	144.16
31-Aug-2007	138.48
30-Aug-2007	136.25
29-Aug-2007	134.08
28-Aug-2007	126.82
27-Aug-2007	132.25
24-Aug-2007	135.30
23-Aug-2007	131.07
22-Aug-2007	132.51
21-Aug-2007	127.57
20-Aug-2007	122.22
17-Aug-2007	122.06
16-Aug-2007	117.05
15-Aug-2007	119.90
14-Aug-2007	124.03
13-Aug-2007	127.79
10-Aug-2007	125.00
9-Aug-2007	126.39
8-Aug-2007	134.01
7-Aug-2007	135.03
6-Aug-2007	135.25
3-Aug-2007	131.85
2-Aug-2007	136.49
1-Aug-2007	135.00
31-Jul-2007	131.76
30-Jul-2007	141.43
27-Jul-2007	143.85
26-Jul-2007	146.00
25-Jul-2007	137.26
24-Jul-2007	134.89
23-Jul-2007	143.70
20-Jul-2007	143.75
19-Jul-2007	140.00
18-Jul-2007	138.12
17-Jul-2007	138.91
16-Jul-2007	138.10
13-Jul-2007	137.73
12-Jul-2007	134.07
11-Jul-2007	132.39
10-Jul-2007	132.35
9-Jul-2007	130.33
6-Jul-2007	132.30
5-Jul-2007	132.75
3-Jul-2007	127.17
2-Jul-2007	121.26
29-Jun-2007	122.04
28-Jun-2007	120.56
27-Jun-2007	121.89
26-Jun-2007	119.65
25-Jun-2007	122.34
22-Jun-2007	123.00
21-Jun-2007	123.90
20-Jun-2007	121.55
19-Jun-2007	123.66
18-Jun-2007	125.09
15-Jun-2007	120.50
14-Jun-2007	118.75
13-Jun-2007	117.50
12-Jun-2007	120.38
11-Jun-2007	120.19
8-Jun-2007	124.49
7-Jun-2007	124.07
6-Jun-2007	123.64
5-Jun-2007	122.67
4-Jun-2007	121.33
1-Jun-2007	118.40
31-May-2007	121.19
30-May-2007	118.77
29-May-2007	114.35
25-May-2007	113.62
24-May-2007	110.69
23-May-2007	112.89
22-May-2007	113.54
21-May-2007	111.98
18-May-2007	110.02
17-May-2007	109.44
16-May-2007	107.34
15-May-2007	107.52
14-May-2007	109.36
11-May-2007	108.74
10-May-2007	107.34
9-May-2007	106.88
8-May-2007	105.06
7-May-2007	103.92
4-May-2007	100.81
3-May-2007	100.40
2-May-2007	100.39
1-May-2007	99.47
30-Apr-2007	99.80
27-Apr-2007	99.92
26-Apr-2007	98.84
25-Apr-2007	95.35
24-Apr-2007	93.24
